"","mu_per_read","mu_per_position","q01_per_position","q25_per_position","q50_per_position","q75_per_position","q99_per_position"
"23708",39.09,40.4400559105431,32,41,41,41,41
"23709",40.7,40.3722843450479,27,41,41,41,41
"23710",40.27,40.5069089456869,32,41,41,41,41
"23711",40.46,40.4901357827476,32,41,41,41,41
"23712",40.25,40.4950479233227,32,41,41,41,41
"23713",40.58,40.4992811501597,32,41,41,41,41
"23714",40.48,40.4860223642173,27,41,41,41,41
"23715",40.58,40.4281549520767,27,41,41,41,41
"23716",40.45,40.395607028754,27,41,41,41,41
"23717",40.66,40.4631389776358,27,41,41,41,41
"23718",36.84,40.4635383386581,27,41,41,41,41
"23719",40.7,40.4644968051118,27,41,41,41,41
"23720",39.65,40.4481230031949,27,41,41,41,41
"23721",40.24,40.4468450479233,27,41,41,41,41
"23722",40.58,40.3859424920128,27,41,41,41,41
"23723",35.94,40.368250798722,27,41,41,41,41
"23724",40.7,40.3275559105431,27,41,41,41,41
"23725",40.48,40.3605431309904,27,41,41,41,41
"23726",40.35,40.4117012779553,27,41,41,41,41
"23727",39.85,40.3906948881789,27,41,41,41,41
"23728",40.62,40.3204073482428,22,41,41,41,41
"23729",39.9,40.3420926517572,22,41,41,41,41
"23730",40.66,40.3099440894569,22,41,41,41,41
"23731",40.18,40.2799920127796,22,41,41,41,41
"23732",40.61,40.3089057507987,22,41,41,41,41
"23733",40.7,40.3916932907348,27,41,41,41,41
"23734",39.37,40.3528354632588,27,41,41,41,41
"23735",40.57,40.3799121405751,27,41,41,41,41
"23736",37.22,40.3990015974441,27,41,41,41,41
"23737",40.7,40.4053363157054,27,41,41,41,41
"23738",40.57,40.4327368589231,27,41,41,41,41
"23739",40.5,40.389696485623,27,41,41,41,41
"23740",39.16,40.2516775842786,22,41,41,41,41
"23741",40.7,40.3059504792332,27,41,41,41,41
"23742",40.37,40.3015575079872,22,41,41,41,41
"23743",40.7,40.3447284345048,27,41,41,41,41
"23744",40.7,40.2842651757189,22,41,41,41,41
"23745",40.48,40.2977635782748,22,41,41,41,41
"23746",34.44,40.2476837060703,22,41,41,41,41
"23747",35.78,40.2776757188498,22,41,41,41,41
"23748",40.46,40.3194089456869,22,41,41,41,41
"23749",40.7,40.2964131650423,22,41,41,41,41
"23750",40.66,40.2869068541301,22,41,41,41,41
"23751",38.65,40.2500798722045,22,41,41,41,41
"23752",40.62,40.2705445247893,22,41,41,41,41
"23753",40.7,40.2721824937078,22,41,41,41,41
"23754",40.7,40.2572284345048,22,41,41,41,41
"23755",40.28,40.2422911008148,22,41,41,41,41
"23756",40.5,40.2558316024924,22,41,41,41,41
"23757",40.66,40.2416932907348,22,41,41,41,41
"23758",40.12,40.165002396549,22,41,41,41,41
"23759",40.66,40.2357005911487,22,41,41,41,41
"23760",40.66,40.2503594823454,22,41,41,41,41
"23761",40.66,40.1616472279917,22,41,41,41,41
"23762",40.7,40.228714057508,22,41,41,41,41
"23763",40.7,40.2129392971246,22,41,41,41,41
"23764",40.54,40.1027555910543,22,41,41,41,41
"23765",40.62,40.1744408945687,22,41,41,41,41
"23766",39.2,40.168637162486,22,41,41,41,41
"23767",40.56,40.1689696485623,22,41,41,41,41
"23768",40.49,40.0806709265176,22,41,41,41,41
"23769",40.01,40.0498402555911,12,41,41,41,41
"23770",40.19,40.0643370607029,12,41,41,41,41
"23771",38.76,40.0801246205464,22,41,41,41,41
"23772",40.66,40.0311151941205,12,41,41,41,41
"23773",40.66,40.0629892954146,22,41,41,41,41
"23774",40.21,40.0546325878594,12,41,41,41,41
"23775",39.92,40.0275159744409,12,41,41,41,41
"23776",40.7,40.0052715654952,12,41,41,41,41
"23777",38.97,39.3208067092652,12,41,41,41,41
"23778",40.32,39.8513178913738,12,41,41,41,41
"23779",40.45,39.9208865814696,12,41,41,41,41
"23780",40.4,40.0241214057508,22,41,41,41,41
"23781",39.55,40.114696485623,22,41,41,41,41
"23782",35.34,40.0979233226837,22,41,41,41,41
"23783",40.39,40.0525159744409,12,41,41,41,41
"23784",39.97,40.1003756093663,22,41,41,41,41
"23785",40.09,40.0922855658983,22,41,41,41,41
"23786",40.53,39.9949680511182,12,41,41,41,41
"23787",40.24,40.0060702875399,12,41,41,41,41
"23788",40.37,40.0517172523962,12,41,41,41,41
"23789",40.57,40.0552115376933,12,41,41,41,41
"23790",39.58,40.0423722044728,12,41,41,41,41
"23791",40.58,39.9457268370607,12,41,41,41,41
"23792",38.7,39.9199952069021,12,41,41,41,41
"23793",40.53,39.969923310433,12,41,41,41,41
"23794",34.92,40.0791260584758,22,41,41,41,41
"23795",40.52,40.0043130990415,12,41,41,41,41
"23796",39.62,39.8676182479709,12,41,41,41,41
"23797",37.77,39.879892954146,12,41,41,41,41
"23798",36.31,39.9133785942492,12,41,41,41,41
"23799",40.58,39.8943290734824,12,41,41,41,41
"23800",36.89,39.8873621984343,12,41,41,41,41
"23801",40.24,31.3766129998801,2,32,32,32,32
"23802",31.5,31.6526706883465,12,32,32,32,32
"23803",40.7,35.9281834158811,27,37,37,37,37
"23804",39.02,36.3919156414763,22,37,37,37,37
"23805",39.09,36.588432656974,27,37,37,37,37
"23806",32.92,40.1668130990415,27,41,41,41,41
"23807",39.95,40.4563099041534,32,41,41,41,41
"23808",40.49,40.4400559105431,32,41,41,41,41
"23809",39.67,40.3722843450479,27,41,41,41,41
"23810",40.23,40.5069089456869,32,41,41,41,41
"23811",40.49,40.4901357827476,32,41,41,41,41
"23812",40.36,40.4950479233227,32,41,41,41,41
"23813",40.42,40.4992811501597,32,41,41,41,41
"23814",40.41,40.4860223642173,27,41,41,41,41
"23815",40.36,40.4281549520767,27,41,41,41,41
"23816",40.58,40.395607028754,27,41,41,41,41
"23817",39.73,40.4631389776358,27,41,41,41,41
"23818",39.95,40.4635383386581,27,41,41,41,41
"23819",40.48,40.4644968051118,27,41,41,41,41
"23820",40.54,40.4481230031949,27,41,41,41,41
"23821",40.38,40.4468450479233,27,41,41,41,41
"23822",40.32,40.3859424920128,27,41,41,41,41
"23823",40.32,40.368250798722,27,41,41,41,41
"23824",39.58,40.3275559105431,27,41,41,41,41
"23825",40.66,40.3605431309904,27,41,41,41,41
"23826",40.3,40.4117012779553,27,41,41,41,41
"23827",40.19,40.3906948881789,27,41,41,41,41
"23828",40.58,40.3204073482428,22,41,41,41,41
"23829",40.04,40.3420926517572,22,41,41,41,41
"23830",40.24,40.3099440894569,22,41,41,41,41
"23831",40.58,40.2799920127796,22,41,41,41,41
"23832",40.66,40.3089057507987,22,41,41,41,41
"23833",40.47,40.3916932907348,27,41,41,41,41
"23834",40.58,40.3528354632588,27,41,41,41,41
"23835",39.7,40.3799121405751,27,41,41,41,41
"23836",40.46,40.3990015974441,27,41,41,41,41
"23837",40.66,40.4053363157054,27,41,41,41,41
"23838",39.5,40.4327368589231,27,41,41,41,41
"23839",40.66,40.389696485623,27,41,41,41,41
"23840",40.09,40.2516775842786,22,41,41,41,41
"23841",35.16,40.3059504792332,27,41,41,41,41
"23842",40.66,40.3015575079872,22,41,41,41,41
"23843",40.66,40.3447284345048,27,41,41,41,41
"23844",40.7,40.2842651757189,22,41,41,41,41
"23845",40.58,40.2977635782748,22,41,41,41,41
"23846",40.66,40.2476837060703,22,41,41,41,41
"23847",40.44,40.2776757188498,22,41,41,41,41
"23848",40.33,40.3194089456869,22,41,41,41,41
"23849",40.7,40.2964131650423,22,41,41,41,41
"23850",40.62,40.2869068541301,22,41,41,41,41
"23851",40.57,40.2500798722045,22,41,41,41,41
"23852",40.7,40.2705445247893,22,41,41,41,41
"23853",39.76,40.2721824937078,22,41,41,41,41
"23854",40.7,40.2572284345048,22,41,41,41,41
"23855",40.62,40.2422911008148,22,41,41,41,41
"23856",40.7,40.2558316024924,22,41,41,41,41
"23857",40.7,40.2416932907348,22,41,41,41,41
"23858",39.76,40.165002396549,22,41,41,41,41
"23859",40.66,40.2357005911487,22,41,41,41,41
"23860",40.27,40.2503594823454,22,41,41,41,41
"23861",40.38,40.1616472279917,22,41,41,41,41
"23862",40.53,40.228714057508,22,41,41,41,41
"23863",40.56,40.2129392971246,22,41,41,41,41
"23864",39.89,40.1027555910543,22,41,41,41,41
"23865",40.62,40.1744408945687,22,41,41,41,41
"23866",40.7,40.168637162486,22,41,41,41,41
"23867",40.66,40.1689696485623,22,41,41,41,41
"23868",40.27,40.0806709265176,22,41,41,41,41
"23869",40.5,40.0498402555911,12,41,41,41,41
"23870",40.7,40.0643370607029,12,41,41,41,41
"23871",39.93,40.0801246205464,22,41,41,41,41
"23872",40.66,40.0311151941205,12,41,41,41,41
"23873",40.54,40.0629892954146,22,41,41,41,41
"23874",39.89,40.0546325878594,12,41,41,41,41
"23875",40.66,40.0275159744409,12,41,41,41,41
"23876",40.7,40.0052715654952,12,41,41,41,41
"23877",38.47,39.3208067092652,12,41,41,41,41
"23878",40.7,39.8513178913738,12,41,41,41,41
"23879",40.32,39.9208865814696,12,41,41,41,41
"23880",40.42,40.0241214057508,22,41,41,41,41
"23881",40.7,40.114696485623,22,41,41,41,41
"23882",40.58,40.0979233226837,22,41,41,41,41
"23883",40.7,40.0525159744409,12,41,41,41,41
"23884",40.7,40.1003756093663,22,41,41,41,41
"23885",39.95,40.0922855658983,22,41,41,41,41
"23886",40.37,39.9949680511182,12,41,41,41,41
"23887",40.7,40.0060702875399,12,41,41,41,41
"23888",40.7,40.0517172523962,12,41,41,41,41
"23889",40.7,40.0552115376933,12,41,41,41,41
"23890",40.62,40.0423722044728,12,41,41,41,41
"23891",40.58,39.9457268370607,12,41,41,41,41
"23892",40.66,39.9199952069021,12,41,41,41,41
"23893",39.84,39.969923310433,12,41,41,41,41
"23894",33.34,40.0791260584758,22,41,41,41,41
"23895",40.61,40.0043130990415,12,41,41,41,41
"23896",40.7,39.8676182479709,12,41,41,41,41
"23897",40.58,39.879892954146,12,41,41,41,41
"23898",40.53,39.9133785942492,12,41,41,41,41
"23899",39.79,39.8943290734824,12,41,41,41,41
"23900",39.39,39.8873621984343,12,41,41,41,41
"23901",40.66,31.3766129998801,2,32,32,32,32
"23902",39.61,31.6526706883465,12,32,32,32,32
"23903",39.53,35.9281834158811,27,37,37,37,37
"23904",38.69,36.3919156414763,22,37,37,37,37
"23905",38.16,36.588432656974,27,37,37,37,37
"23906",35.03,40.1668130990415,27,41,41,41,41
"23907",34.38,40.4563099041534,32,41,41,41,41
"23908",40.14,40.4400559105431,32,41,41,41,41
"23909",40.32,40.3722843450479,27,41,41,41,41
"23910",40.7,40.5069089456869,32,41,41,41,41
"23911",40.52,40.4901357827476,32,41,41,41,41
"23912",40.62,40.4950479233227,32,41,41,41,41
"23913",39.96,40.4992811501597,32,41,41,41,41
"23914",40.58,40.4860223642173,27,41,41,41,41
"23915",40.7,40.4281549520767,27,41,41,41,41
"23916",40.21,40.395607028754,27,41,41,41,41
"23917",40.62,40.4631389776358,27,41,41,41,41
"23918",40.7,40.4635383386581,27,41,41,41,41
"23919",40.66,40.4644968051118,27,41,41,41,41
"23920",40.7,40.4481230031949,27,41,41,41,41
"23921",40.53,40.4468450479233,27,41,41,41,41
"23922",40.58,40.3859424920128,27,41,41,41,41
"23923",40.46,40.368250798722,27,41,41,41,41
"23924",40.22,40.3275559105431,27,41,41,41,41
"23925",40.62,40.3605431309904,27,41,41,41,41
"23926",40.49,40.4117012779553,27,41,41,41,41
"23927",40.13,40.3906948881789,27,41,41,41,41
"23928",39.8,40.3204073482428,22,41,41,41,41
"23929",40.62,40.3420926517572,22,41,41,41,41
"23930",40.66,40.3099440894569,22,41,41,41,41
"23931",38.18,40.2799920127796,22,41,41,41,41
"23932",35.09,40.3089057507987,22,41,41,41,41
"23933",40.66,40.3916932907348,27,41,41,41,41
"23934",38.7,40.3528354632588,27,41,41,41,41
"23935",37.35,40.3799121405751,27,41,41,41,41
"23936",34.3,40.3990015974441,27,41,41,41,41
"23937",40.7,40.4053363157054,27,41,41,41,41
"23938",38.92,40.4327368589231,27,41,41,41,41
"23939",35.28,40.389696485623,27,41,41,41,41
"23940",40.5,40.2516775842786,22,41,41,41,41
"23941",37.04,40.3059504792332,27,41,41,41,41
"23942",40.57,40.3015575079872,22,41,41,41,41
"23943",40.58,40.3447284345048,27,41,41,41,41
"23944",40.7,40.2842651757189,22,41,41,41,41
"23945",37.01,40.2977635782748,22,41,41,41,41
"23946",40.66,40.2476837060703,22,41,41,41,41
"23947",36.33,40.2776757188498,22,41,41,41,41
"23948",40.66,40.3194089456869,22,41,41,41,41
"23949",39.74,40.2964131650423,22,41,41,41,41
"23950",40.66,40.2869068541301,22,41,41,41,41
"23951",39.76,40.2500798722045,22,41,41,41,41
"23952",40.37,40.2705445247893,22,41,41,41,41
"23953",39.22,40.2721824937078,22,41,41,41,41
"23954",39.77,40.2572284345048,22,41,41,41,41
"23955",40.5,40.2422911008148,22,41,41,41,41
"23956",40.54,40.2558316024924,22,41,41,41,41
"23957",40.62,40.2416932907348,22,41,41,41,41
"23958",40.22,40.165002396549,22,41,41,41,41
"23959",40.22,40.2357005911487,22,41,41,41,41
"23960",40.7,40.2503594823454,22,41,41,41,41
"23961",40.57,40.1616472279917,22,41,41,41,41
"23962",40.66,40.228714057508,22,41,41,41,41
"23963",40.49,40.2129392971246,22,41,41,41,41
"23964",40.03,40.1027555910543,22,41,41,41,41
"23965",40.62,40.1744408945687,22,41,41,41,41
"23966",40.03,40.168637162486,22,41,41,41,41
"23967",40.7,40.1689696485623,22,41,41,41,41
"23968",39.16,40.0806709265176,22,41,41,41,41
"23969",40.15,40.0498402555911,12,41,41,41,41
"23970",30.23,40.0643370607029,12,41,41,41,41
"23971",40.29,40.0801246205464,22,41,41,41,41
"23972",40.53,40.0311151941205,12,41,41,41,41
"23973",39.59,40.0629892954146,22,41,41,41,41
"23974",40.26,40.0546325878594,12,41,41,41,41
"23975",39.82,40.0275159744409,12,41,41,41,41
"23976",40.7,40.0052715654952,12,41,41,41,41
"23977",40.17,39.3208067092652,12,41,41,41,41
"23978",40.7,39.8513178913738,12,41,41,41,41
"23979",39.4,39.9208865814696,12,41,41,41,41
"23980",39.04,40.0241214057508,22,41,41,41,41
"23981",40.66,40.114696485623,22,41,41,41,41
"23982",40.34,40.0979233226837,22,41,41,41,41
"23983",40.66,40.0525159744409,12,41,41,41,41
"23984",38.21,40.1003756093663,22,41,41,41,41
"23985",40.44,40.0922855658983,22,41,41,41,41
"23986",40.62,39.9949680511182,12,41,41,41,41
"23987",40.7,40.0060702875399,12,41,41,41,41
"23988",40.7,40.0517172523962,12,41,41,41,41
"23989",38.94,40.0552115376933,12,41,41,41,41
"23990",40.52,40.0423722044728,12,41,41,41,41
"23991",40.7,39.9457268370607,12,41,41,41,41
"23992",40.49,39.9199952069021,12,41,41,41,41
"23993",38.91,39.969923310433,12,41,41,41,41
"23994",40.58,40.0791260584758,22,41,41,41,41
"23995",40.27,40.0043130990415,12,41,41,41,41
"23996",40.66,39.8676182479709,12,41,41,41,41
"23997",40.62,39.879892954146,12,41,41,41,41
"23998",40.7,39.9133785942492,12,41,41,41,41
"23999",40.54,39.8943290734824,12,41,41,41,41
"24000",40.7,39.8873621984343,12,41,41,41,41
"24001",40.36,31.3766129998801,2,32,32,32,32
"24002",40.49,31.6526706883465,12,32,32,32,32
"24003",38.82,35.9281834158811,27,37,37,37,37
"24004",40.28,36.3919156414763,22,37,37,37,37
"24005",40.7,36.588432656974,27,37,37,37,37
"24006",40.66,40.1668130990415,27,41,41,41,41
"24007",37.62,40.4563099041534,32,41,41,41,41
"24008",40.66,40.4400559105431,32,41,41,41,41
"24009",40.7,40.3722843450479,27,41,41,41,41
"24010",39.9,40.5069089456869,32,41,41,41,41
"24011",40.61,40.4901357827476,32,41,41,41,41
"24012",40.66,40.4950479233227,32,41,41,41,41
"24013",40.54,40.4992811501597,32,41,41,41,41
"24014",40.7,40.4860223642173,27,41,41,41,41
"24015",40.7,40.4281549520767,27,41,41,41,41
"24016",40.5,40.395607028754,27,41,41,41,41
"24017",39.24,40.4631389776358,27,41,41,41,41
"24018",40.7,40.4635383386581,27,41,41,41,41
"24019",40.7,40.4644968051118,27,41,41,41,41
"24020",35.01,40.4481230031949,27,41,41,41,41
"24021",40.62,40.4468450479233,27,41,41,41,41
"24022",40.7,40.3859424920128,27,41,41,41,41
"24023",40.66,40.368250798722,27,41,41,41,41
"24024",40.38,40.3275559105431,27,41,41,41,41
"24025",40.7,40.3605431309904,27,41,41,41,41
"24026",40.53,40.4117012779553,27,41,41,41,41
"24027",38.32,40.3906948881789,27,41,41,41,41
"24028",40.7,40.3204073482428,22,41,41,41,41
"24029",40.25,40.3420926517572,22,41,41,41,41
"24030",40.7,40.3099440894569,22,41,41,41,41
"24031",40.41,40.2799920127796,22,41,41,41,41
"24032",40.66,40.3089057507987,22,41,41,41,41
"24033",40.62,40.3916932907348,27,41,41,41,41
"24034",40.49,40.3528354632588,27,41,41,41,41
"24035",40.54,40.3799121405751,27,41,41,41,41
"24036",40.61,40.3990015974441,27,41,41,41,41
"24037",37.23,40.4053363157054,27,41,41,41,41
"24038",39.89,40.4327368589231,27,41,41,41,41
"24039",35.94,40.389696485623,27,41,41,41,41
"24040",40.7,40.2516775842786,22,41,41,41,41
"24041",37.33,40.3059504792332,27,41,41,41,41
"24042",40.61,40.3015575079872,22,41,41,41,41
"24043",38.45,40.3447284345048,27,41,41,41,41
"24044",40.62,40.2842651757189,22,41,41,41,41
"24045",39.62,40.2977635782748,22,41,41,41,41
"24046",40.35,40.2476837060703,22,41,41,41,41
"24047",40.7,40.2776757188498,22,41,41,41,41
"24048",40.37,40.3194089456869,22,41,41,41,41
"24049",40.7,40.2964131650423,22,41,41,41,41
"24050",39.45,40.2869068541301,22,41,41,41,41
"24051",28.58,40.2500798722045,22,41,41,41,41
"24052",39.63,40.2705445247893,22,41,41,41,41
"24053",40.4,40.2721824937078,22,41,41,41,41
"24054",34.04,40.2572284345048,22,41,41,41,41
"24055",40.66,40.2422911008148,22,41,41,41,41
"24056",35.48,40.2558316024924,22,41,41,41,41
"24057",39.66,40.2416932907348,22,41,41,41,41
"24058",40.39,40.165002396549,22,41,41,41,41
"24059",40.04,40.2357005911487,22,41,41,41,41
"24060",40.02,40.2503594823454,22,41,41,41,41
"24061",37.04,40.1616472279917,22,41,41,41,41
"24062",39.26,40.228714057508,22,41,41,41,41
"24063",38.73,40.2129392971246,22,41,41,41,41
"24064",37.27,40.1027555910543,22,41,41,41,41
"24065",39.49,40.1744408945687,22,41,41,41,41
"24066",40.54,40.168637162486,22,41,41,41,41
"24067",38.89,40.1689696485623,22,41,41,41,41
"24068",40.7,40.0806709265176,22,41,41,41,41
"24069",36.72,40.0498402555911,12,41,41,41,41
"24070",35.98,40.0643370607029,12,41,41,41,41
"24071",40.66,40.0801246205464,22,41,41,41,41
"24072",38.45,40.0311151941205,12,41,41,41,41
"24073",28.9,40.0629892954146,22,41,41,41,41
"24074",40.61,40.0546325878594,12,41,41,41,41
"24075",36.74,40.0275159744409,12,41,41,41,41
"24076",38.79,40.0052715654952,12,41,41,41,41
"24077",37.48,39.3208067092652,12,41,41,41,41
"24078",39.34,39.8513178913738,12,41,41,41,41
"24079",40.62,39.9208865814696,12,41,41,41,41
"24080",39.54,40.0241214057508,22,41,41,41,41
"24081",35.16,40.114696485623,22,41,41,41,41
"24082",40.58,40.0979233226837,22,41,41,41,41
"24083",39,40.0525159744409,12,41,41,41,41
"24084",38.06,40.1003756093663,22,41,41,41,41
"24085",40.25,40.0922855658983,22,41,41,41,41
"24086",38.55,39.9949680511182,12,41,41,41,41
"24087",40.24,40.0060702875399,12,41,41,41,41
"24088",39.58,40.0517172523962,12,41,41,41,41
"24089",38.98,40.0552115376933,12,41,41,41,41
"24090",40.38,40.0423722044728,12,41,41,41,41
"24091",36.87,39.9457268370607,12,41,41,41,41
"24092",40.29,39.9199952069021,12,41,41,41,41
"24093",40.66,39.969923310433,12,41,41,41,41
"24094",40.39,40.0791260584758,22,41,41,41,41
"24095",40.66,40.0043130990415,12,41,41,41,41
"24096",40.24,39.8676182479709,12,41,41,41,41
"24097",40.34,39.879892954146,12,41,41,41,41
"24098",40.02,39.9133785942492,12,41,41,41,41
"24099",40.27,39.8943290734824,12,41,41,41,41
"24100",39.96,39.8873621984343,12,41,41,41,41
"24101",39.83,31.3766129998801,2,32,32,32,32
"24102",34.89,31.6526706883465,12,32,32,32,32
"24103",39.08,35.9281834158811,27,37,37,37,37
"24104",39.62,36.3919156414763,22,37,37,37,37
"24105",39.52,36.588432656974,27,37,37,37,37
"24106",37.47,40.1668130990415,27,41,41,41,41
"24107",39.71,40.4563099041534,32,41,41,41,41
"24108",39.41,40.4400559105431,32,41,41,41,41
"24109",40.66,40.3722843450479,27,41,41,41,41
"24110",30.06,40.5069089456869,32,41,41,41,41
"24111",40.58,40.4901357827476,32,41,41,41,41
"24112",40.7,40.4950479233227,32,41,41,41,41
"24113",39.54,40.4992811501597,32,41,41,41,41
"24114",40.44,40.4860223642173,27,41,41,41,41
"24115",40.08,40.4281549520767,27,41,41,41,41
"24116",40.66,40.395607028754,27,41,41,41,41
"24117",40.53,40.4631389776358,27,41,41,41,41
"24118",40.25,40.4635383386581,27,41,41,41,41
"24119",40.66,40.4644968051118,27,41,41,41,41
"24120",40.7,40.4481230031949,27,41,41,41,41
"24121",40.54,40.4468450479233,27,41,41,41,41
"24122",40.7,40.3859424920128,27,41,41,41,41
"24123",40.66,40.368250798722,27,41,41,41,41
"24124",40.7,40.3275559105431,27,41,41,41,41
"24125",39.89,40.3605431309904,27,41,41,41,41
"24126",40.5,40.4117012779553,27,41,41,41,41
"24127",40.32,40.3906948881789,27,41,41,41,41
"24128",40.62,40.3204073482428,22,41,41,41,41
"24129",40.7,40.3420926517572,22,41,41,41,41
"24130",40.33,40.3099440894569,22,41,41,41,41
"24131",34.87,40.2799920127796,22,41,41,41,41
"24132",38.23,40.3089057507987,22,41,41,41,41
"24133",40.62,40.3916932907348,27,41,41,41,41
"24134",40.54,40.3528354632588,27,41,41,41,41
"24135",40.54,40.3799121405751,27,41,41,41,41
"24136",40.33,40.3990015974441,27,41,41,41,41
"24137",40.7,40.4053363157054,27,41,41,41,41
"24138",40.54,40.4327368589231,27,41,41,41,41
"24139",40.7,40.389696485623,27,41,41,41,41
"24140",40.28,40.2516775842786,22,41,41,41,41
"24141",40.7,40.3059504792332,27,41,41,41,41
"24142",38.93,40.3015575079872,22,41,41,41,41
"24143",40.7,40.3447284345048,27,41,41,41,41
"24144",40.32,40.2842651757189,22,41,41,41,41
"24145",40.5,40.2977635782748,22,41,41,41,41
"24146",40.41,40.2476837060703,22,41,41,41,41
"24147",39.62,40.2776757188498,22,41,41,41,41
"24148",40.58,40.3194089456869,22,41,41,41,41
"24149",40.62,40.2964131650423,22,41,41,41,41
"24150",40.7,40.2869068541301,22,41,41,41,41
"24151",40.62,40.2500798722045,22,41,41,41,41
"24152",39.91,40.2705445247893,22,41,41,41,41
"24153",30.04,40.2721824937078,22,41,41,41,41
"24154",39.78,40.2572284345048,22,41,41,41,41
"24155",39.68,40.2422911008148,22,41,41,41,41
"24156",40.34,40.2558316024924,22,41,41,41,41
"24157",40.53,40.2416932907348,22,41,41,41,41
"24158",40.08,40.165002396549,22,41,41,41,41
"24159",33.37,40.2357005911487,22,41,41,41,41
"24160",40.33,40.2503594823454,22,41,41,41,41
"24161",40.66,40.1616472279917,22,41,41,41,41
"24162",40.7,40.228714057508,22,41,41,41,41
"24163",40.33,40.2129392971246,22,41,41,41,41
"24164",39.63,40.1027555910543,22,41,41,41,41
"24165",40.7,40.1744408945687,22,41,41,41,41
"24166",40.49,40.168637162486,22,41,41,41,41
"24167",40.7,40.1689696485623,22,41,41,41,41
"24168",40.66,40.0806709265176,22,41,41,41,41
"24169",39.65,40.0498402555911,12,41,41,41,41
"24170",39.53,40.0643370607029,12,41,41,41,41
"24171",40.5,40.0801246205464,22,41,41,41,41
"24172",40.7,40.0311151941205,12,41,41,41,41
"24173",40.58,40.0629892954146,22,41,41,41,41
"24174",40.66,40.0546325878594,12,41,41,41,41
"24175",40.5,40.0275159744409,12,41,41,41,41
"24176",39.67,40.0052715654952,12,41,41,41,41
"24177",40.66,39.3208067092652,12,41,41,41,41
"24178",40.16,39.8513178913738,12,41,41,41,41
"24179",40.62,39.9208865814696,12,41,41,41,41
"24180",40.66,40.0241214057508,22,41,41,41,41
"24181",32.27,40.114696485623,22,41,41,41,41
"24182",40.62,40.0979233226837,22,41,41,41,41
"24183",40.7,40.0525159744409,12,41,41,41,41
"24184",39.95,40.1003756093663,22,41,41,41,41
"24185",40.36,40.0922855658983,22,41,41,41,41
"24186",40.7,39.9949680511182,12,41,41,41,41
"24187",38.56,40.0060702875399,12,41,41,41,41
"24188",38.67,40.0517172523962,12,41,41,41,41
"24189",36.79,40.0552115376933,12,41,41,41,41
"24190",38.77,40.0423722044728,12,41,41,41,41
"24191",40.7,39.9457268370607,12,41,41,41,41
"24192",40.7,39.9199952069021,12,41,41,41,41
"24193",40.49,39.969923310433,12,41,41,41,41
"24194",40.46,40.0791260584758,22,41,41,41,41
"24195",40.53,40.0043130990415,12,41,41,41,41
"24196",40.5,39.8676182479709,12,41,41,41,41
"24197",40.66,39.879892954146,12,41,41,41,41
"24198",40.54,39.9133785942492,12,41,41,41,41
"24199",40.66,39.8943290734824,12,41,41,41,41
"24200",40.7,39.8873621984343,12,41,41,41,41
"24201",40.66,31.3766129998801,2,32,32,32,32
"24202",40.61,31.6526706883465,12,32,32,32,32
"24203",40.57,35.9281834158811,27,37,37,37,37
"24204",40.42,36.3919156414763,22,37,37,37,37
"24205",40.7,36.588432656974,27,37,37,37,37
"24206",40.62,40.1668130990415,27,41,41,41,41
"24207",39.93,40.4563099041534,32,41,41,41,41
"24208",40.58,40.4400559105431,32,41,41,41,41
"24209",39.86,40.3722843450479,27,41,41,41,41
"24210",40.62,40.5069089456869,32,41,41,41,41
"24211",40.7,40.4901357827476,32,41,41,41,41
"24212",40.58,40.4950479233227,32,41,41,41,41
"24213",40.49,40.4992811501597,32,41,41,41,41
"24214",40.62,40.4860223642173,27,41,41,41,41
"24215",40.66,40.4281549520767,27,41,41,41,41
"24216",39.67,40.395607028754,27,41,41,41,41
"24217",40.58,40.4631389776358,27,41,41,41,41
"24218",40.57,40.4635383386581,27,41,41,41,41
"24219",40.56,40.4644968051118,27,41,41,41,41
"24220",40.7,40.4481230031949,27,41,41,41,41
"24221",40.47,40.4468450479233,27,41,41,41,41
"24222",39.71,40.3859424920128,27,41,41,41,41
"24223",40.38,40.368250798722,27,41,41,41,41
"24224",40.09,40.3275559105431,27,41,41,41,41
"24225",40.49,40.3605431309904,27,41,41,41,41
"24226",36.09,40.4117012779553,27,41,41,41,41
"24227",40.14,40.3906948881789,27,41,41,41,41
"24228",40.45,40.3204073482428,22,41,41,41,41
"24229",39.36,40.3420926517572,22,41,41,41,41
"24230",38.45,40.3099440894569,22,41,41,41,41
"24231",36.26,40.2799920127796,22,41,41,41,41
"24232",40.25,40.3089057507987,22,41,41,41,41
"24233",32.4,40.3916932907348,27,41,41,41,41
"24234",39.08,40.3528354632588,27,41,41,41,41
"24235",40.62,40.3799121405751,27,41,41,41,41
"24236",37.75,40.3990015974441,27,41,41,41,41
"24237",40.31,40.4053363157054,27,41,41,41,41
"24238",38.72,40.4327368589231,27,41,41,41,41
"24239",35.05,40.389696485623,27,41,41,41,41
"24240",36.23,40.2516775842786,22,41,41,41,41
"24241",40.38,40.3059504792332,27,41,41,41,41
"24242",40.37,40.3015575079872,22,41,41,41,41
"24243",38.9,40.3447284345048,27,41,41,41,41
"24244",39.78,40.2842651757189,22,41,41,41,41
"24245",40.54,40.2977635782748,22,41,41,41,41
